order_id,customer_id,order_date
156,347,2024-08-08
157,403,2023-06-08
158,360,2023-11-08
159,400,2024-03-20
160,146,2023-02-05
161,240,2024-01-20
162,215,2024-11-15
163,328,2023-05-21
164,313,2023-04-28
165,279,2023-08-08
166,126,2024-06-04
167,332,2024-01-13
168,207,2024-11-12
169,449,2024-12-20
170,290,2023-10-20
171,169,2024-10-25
172,412,2023-03-01
173,342,2023-05-26
174,387,2024-03-14
175,308,2024-11-17
176,134,2023-04-18
177,429,2024-09-22
178,283,2024-10-23
179,15,2024-10-16
180,129,2024-03-30
181,288,2024-10-11
182,146,2023-03-18
183,312,2023-09-11
184,72,2023-11-16
185,70,2024-08-19
186,344,2024-07-07
187,240,2023-06-16
188,370,2024-04-03
189,496,2024-11-30
190,411,2024-08-02
191,370,2024-07-07
192,451,2024-09-12
193,39,2023-12-19
194,312,2023-03-14
195,180,2023-03-11
196,201,2024-12-08
197,244,2024-10-03
198,339,2024-03-03
199,133,2023-05-29
200,151,2024-12-12
201,333,2024-01-16
202,251,2023-12-08
203,339,2024-12-27
204,218,2024-09-05
205,290,2023-12-20
206,246,2023-04-26
207,31,2024-03-17
208,472,2024-04-21
209,350,2023-11-07
210,283,2024-03-21
211,240,2023-02-24
212,382,2024-10-18
213,168,2024-10-09
214,400,2024-10-17
215,220,2023-10-06
216,228,2023-04-14
217,14,2023-09-05
218,285,2024-09-24
219,342,2023-03-25
220,320,2024-03-31
221,382,2023-06-10
222,317,2024-04-04
223,395,2024-05-23
224,22,2024-04-25
225,126,2024-07-31
226,219,2024-03-24
227,171,2023-06-29
228,157,2024-10-27
229,313,2023-11-07
230,80,2024-02-10
231,270,2023-12-08
232,295,2023-09-01
233,115,2023-08-27
234,227,2024-11-08
235,411,2023-06-07
236,438,2024-10-31
237,369,2023-03-08
238,400,2024-06-09
239,39,2024-02-09
240,15,2023-05-10
241,123,2023-07-25
242,480,2023-09-23
243,412,2023-09-10
244,429,2023-06-13
245,315,2023-04-20
246,449,2023-08-26
247,90,2024-04-27
248,227,2023-01-25
249,337,2024-04-26
250,35,2024-06-20
251,132,2023-06-22
252,289,2023-05-08
253,241,2024-10-14
254,465,2024-06-15
255,244,2024-03-22
256,331,2023-02-12
257,319,2023-03-01
258,210,2023-10-14
259,32,2024-04-11
260,99,2023-12-11
261,29,2024-11-20
262,29,2023-02-25
263,166,2023-03-24
264,87,2023-05-29
265,59,2023-07-09
266,149,2023-09-20
267,351,2024-08-31
268,277,2024-09-06
269,126,2023-04-11
270,317,2023-08-09
271,320,2023-05-04
272,425,2024-11-20
273,66,2024-09-19
274,231,2024-04-27
275,213,2023-04-02
276,258,2024-03-30
277,375,2024-08-20
278,474,2023-07-02
279,235,2024-02-09
280,14,2024-08-13
281,306,2024-04-15
282,70,2024-02-27
283,319,2023-01-13
284,8,2023-08-30
285,326,2024-11-23
286,404,2023-06-22
287,25,2024-04-09
288,53,2024-11-30
289,332,2023-11-04
290,150,2024-09-20
291,264,2024-12-08
292,432,2024-09-15
293,376,2023-08-15
294,218,2024-03-11
295,427,2024-07-07
296,396,2024-02-01
297,68,2023-07-11
298,399,2024-01-28
299,467,2023-05-10
300,243,2023-01-29
301,157,2023-08-30
302,24,2023-08-20
303,252,2024-12-15
304,269,2024-12-26
305,330,2023-03-20
306,442,2023-06-22
307,76,2024-02-20
308,492,2023-03-28
309,346,2023-07-19
310,39,2023-02-12
311,333,2024-03-10
312,35,2024-10-25
313,21,2023-05-28
314,376,2024-01-01
315,497,2024-03-11
316,392,2024-01-26
317,395,2024-07-16
318,89,2023-09-18
319,289,2023-12-18
320,35,2023-05-18
321,14,2024-01-03
322,477,2023-08-11
323,395,2023-12-26
324,321,2024-04-07
325,113,2024-07-14
326,146,2024-08-12
327,35,2023-08-05
328,283,2023-07-09
329,447,2023-05-29
330,64,2024-05-02
331,54,2024-11-23
332,457,2023-10-15
333,318,2023-08-14
334,65,2023-09-30
335,459,2023-07-02
336,43,2024-05-02
337,241,2023-05-04
338,225,2024-09-17
339,467,2024-02-18
340,459,2023-06-21
341,105,2024-11-16
342,9,2023-05-02
343,409,2024-09-22
344,438,2023-08-21
345,287,2023-05-29
346,382,2024-10-22
347,483,2023-10-29
348,372,2024-10-08
349,94,2023-07-22
350,178,2024-10-23
351,490,2024-06-17
352,284,2024-04-10
353,51,2023-08-01
354,371,2023-10-10
355,477,2024-04-07
356,273,2023-03-29
357,195,2023-10-05
358,285,2024-12-01
359,378,2024-05-29
360,166,2023-01-19
361,76,2023-01-30
362,438,2024-01-02
363,438,2023-08-17
364,79,2023-12-28
365,290,2024-08-06
366,141,2023-09-18
367,438,2023-04-14
368,101,2024-05-05
369,176,2024-02-09
370,374,2023-08-19
371,317,2023-03-07
372,201,2023-01-13
373,283,2024-08-20
374,425,2023-11-10
375,21,2023-07-28
376,8,2024-09-24
377,472,2024-01-12
378,346,2023-03-11
379,438,2023-04-11
380,64,2024-09-14
381,247,2023-01-20
382,394,2023-08-15
383,72,2024-04-13
384,3,2024-02-09
385,18,2023-07-07
386,400,2023-01-20
387,231,2024-08-05
388,257,2024-06-09
389,369,2023-12-02
390,125,2024-05-14
391,291,2024-06-19
392,346,2024-08-16
393,313,2023-07-07
394,414,2023-11-15
395,37,2024-02-10
396,351,2023-03-17
397,396,2023-04-27
398,400,2024-12-04
399,281,2024-11-15
400,76,2023-07-02
401,375,2024-04-25
402,40,2024-09-19
403,33,2024-04-20
404,375,2023-04-28
405,331,2024-02-05
406,330,2024-10-21
407,396,2024-02-03
408,233,2023-03-19
409,379,2023-05-17
410,470,2024-05-19
411,294,2023-05-18
412,188,2024-09-10
413,15,2023-09-11
414,308,2024-12-10
415,281,2024-07-16
416,467,2024-03-01
417,426,2024-08-03
418,424,2023-02-18
419,241,2024-12-04
420,258,2024-08-04
421,327,2024-09-29
422,372,2024-10-02
423,394,2024-09-03
424,386,2023-07-01
425,125,2023-12-30
426,70,2024-06-26
427,457,2024-07-01
428,9,2024-02-12
429,29,2024-02-18
430,22,2023-06-12
431,153,2023-09-27
432,143,2024-02-04
433,384,2024-09-09
434,425,2024-08-04
435,34,2023-08-16
436,20,2024-08-18
437,319,2024-03-16
438,197,2024-11-20
439,233,2024-06-02
440,40,2024-02-03
441,14,2023-07-22
442,474,2024-10-16
443,438,2024-03-01
444,414,2023-05-22
445,374,2023-11-10
446,484,2024-08-03
447,333,2024-12-30
448,98,2023-11-01
449,252,2024-01-19
450,477,2024-03-20
451,54,2023-06-27
452,368,2024-05-04
453,40,2024-08-20
454,291,2024-08-15
455,486,2024-07-26
456,427,2023-02-12
457,35,2024-08-20
458,289,2024-09-01
459,39,2023-07-17
460,425,2024-05-31
461,468,2023-04-22
462,120,2023-04-08
463,429,2024-03-10
464,333,2023-03-27
465,161,2023-10-21
466,407,2024-10-11
467,483,2023-08-31
468,398,2023-02-01
469,147,2024-06-15
470,288,2023-03-09
471,382,2023-08-02
472,14,2023-08-01
473,333,2024-09-19
474,435,2024-01-16
475,248,2023-02-27
476,380,2024-03-22
477,290,2023-09-11
478,195,2023-02-13
479,283,2023-08-15
480,49,2024-03-11
481,249,2024-01-14
482,219,2024-12-09
483,477,2024-05-18
484,98,2023-01-08
485,161,2024-04-20
486,383,2024-04-29
487,330,2024-07-20
488,331,2023-08-26
489,283,2024-07-07
490,247,2024-03-29
491,400,2024-01-22
492,208,2023-10-10
493,156,2023-02-09
494,274,2023-08-08
495,109,2024-06-03
496,446,2024-11-18
497,76,2023-09-17
498,402,2024-01-01
499,39,2024-06-27
500,57,2023-01-16
501,492,2023-04-19
502,490,2024-06-16
503,371,2023-06-11
504,82,2023-04-12
505,485,2024-07-24
506,80,2024-06-20
507,42,2023-07-15
508,368,2024-10-27
509,39,2024-10-06
510,479,2024-04-20
511,426,2024-01-07
512,457,2024-10-07
513,363,2024-01-12
514,253,2023-12-30
515,251,2024-12-25
516,146,2023-05-11
517,438,2023-10-04
518,54,2023-08-06
519,45,2024-11-05
520,72,2023-02-10
521,377,2023-12-04
522,380,2023-10-06
523,319,2024-10-23
524,376,2024-09-11
525,253,2023-10-16
526,65,2023-09-29
527,49,2024-04-27
528,350,2023-06-05
529,349,2024-03-29
530,426,2023-05-04
531,497,2024-10-01
532,331,2024-05-30
533,434,2023-05-23
534,119,2023-08-15
535,386,2023-10-29
536,384,2024-04-04
537,132,2024-01-28
538,400,2023-07-26
539,147,2024-10-07
540,340,2024-02-11
541,86,2023-12-20
542,247,2024-07-03
543,126,2024-05-15
544,288,2024-06-30
545,234,2024-05-21
546,240,2023-10-08
547,238,2023-09-27
548,457,2024-12-27
549,65,2023-03-24
550,479,2024-03-01
551,353,2023-10-11
552,14,2023-11-23
553,319,2023-03-14
554,171,2024-01-10
555,283,2024-02-02
556,121,2024-03-12
557,285,2024-04-09
558,136,2023-11-16
559,296,2023-03-30
560,413,2023-11-30
561,378,2024-12-08
562,34,2024-05-28
563,339,2024-09-13
564,194,2024-09-23
565,97,2024-11-25
566,283,2023-03-03
567,400,2024-10-31
568,240,2024-07-29
569,400,2024-04-13
570,281,2023-11-21
571,145,2024-11-14
572,54,2023-07-20
573,452,2023-11-20
574,434,2024-04-26
575,438,2023-03-06
576,16,2023-12-09
577,240,2023-11-28
578,452,2023-06-23
579,391,2024-10-20
580,443,2024-08-27
581,87,2024-06-16
582,327,2024-05-19
583,354,2023-05-12
584,346,2023-12-14
585,49,2024-02-10
586,399,2024-08-01
587,333,2023-07-13
588,152,2023-12-13
589,378,2024-08-06
590,330,2023-09-19
591,443,2024-12-22
592,207,2023-09-19
593,25,2024-10-09
594,135,2023-12-28
595,479,2023-04-03
596,254,2024-02-28
597,253,2024-03-07
598,160,2024-11-19
599,280,2023-02-18
600,6,2023-07-09
601,418,2024-02-08
602,52,2024-08-24
603,252,2024-12-04
604,279,2023-12-29
605,25,2023-08-21
606,227,2024-07-02
607,161,2024-06-12
608,54,2024-07-24
609,274,2023-02-10
610,18,2024-12-04
611,354,2024-10-20
612,247,2023-05-07
613,153,2023-01-01
614,225,2023-01-19
615,233,2024-03-31
616,341,2023-04-19
617,317,2023-08-28
618,166,2024-08-24
619,471,2023-09-07
620,369,2023-06-02
621,330,2023-12-09
622,367,2024-03-06
623,31,2024-11-17
624,436,2024-10-19
625,54,2024-11-03
626,251,2024-08-16
627,42,2024-02-16
628,289,2023-04-23
629,35,2024-01-13
630,179,2023-02-10
631,467,2023-04-15
632,332,2023-09-23
633,273,2024-07-16
634,454,2024-01-12
635,76,2023-03-25
636,330,2024-09-20
637,449,2024-11-08
638,414,2023-12-16
639,72,2023-03-22
640,351,2023-09-25
641,166,2023-11-07
642,303,2023-12-23
643,62,2023-02-18
644,120,2023-10-06
645,410,2023-10-21
646,425,2024-03-13
647,426,2024-02-24
648,343,2024-01-10
649,286,2024-09-25
650,309,2023-12-30
651,402,2024-03-26
652,247,2023-06-21
653,457,2023-03-04
654,43,2023-03-16
655,306,2023-04-28
656,359,2024-11-09
657,277,2024-10-29
658,240,2023-07-15
659,25,2023-07-12
660,469,2024-10-30
661,280,2024-02-23
662,194,2024-04-23
663,400,2024-01-30
664,176,2024-07-29
665,315,2024-11-18
666,121,2023-07-23
667,291,2023-01-31
668,350,2024-03-09
669,260,2024-01-11
670,483,2024-08-01
671,474,2024-10-27
672,24,2023-12-29
673,225,2023-08-22
674,227,2023-09-19
675,382,2023-09-02
676,161,2024-04-29
677,418,2024-07-02
678,472,2023-02-04
679,442,2024-12-08
680,499,2023-07-20
681,490,2023-03-18
682,316,2024-09-29
683,225,2023-04-19
684,478,2023-10-05
685,285,2023-06-14
686,256,2024-11-04
687,84,2024-01-14
688,422,2024-07-07
689,414,2023-04-19
690,101,2024-05-11
691,274,2024-01-18
692,151,2023-10-27
693,415,2024-05-13
694,82,2023-10-07
695,500,2023-04-21
696,410,2024-03-10
697,395,2023-04-09
698,438,2023-04-14
699,182,2024-10-25
700,319,2023-06-14
701,374,2024-06-03
702,24,2024-10-18
703,363,2024-10-20
704,67,2023-04-01
705,452,2023-09-24
706,200,2024-07-12
707,435,2024-10-22
708,378,2024-05-01
709,64,2023-07-03
710,155,2024-07-11
711,21,2024-08-04
712,76,2023-05-27
713,279,2024-09-11
714,258,2024-08-04
715,308,2023-08-16
716,161,2024-02-21
717,292,2024-02-11
718,222,2024-12-15
719,457,2024-05-13
720,303,2024-11-21
721,446,2023-03-23
722,244,2024-11-17
723,386,2023-12-31
724,255,2024-05-25
725,53,2023-04-26
726,3,2023-12-03
727,425,2023-05-27
728,176,2023-11-19
729,247,2023-01-13
730,479,2024-12-01
731,459,2024-12-20
732,386,2023-01-22
733,350,2024-11-13
734,436,2023-11-16
735,166,2023-07-23
736,405,2024-10-25
737,374,2023-10-13
738,472,2023-10-30
739,496,2024-01-05
740,346,2023-04-23
741,41,2024-06-25
742,9,2023-03-06
743,195,2024-07-02
744,377,2024-07-02
745,6,2024-10-09
746,387,2023-05-08
747,408,2023-09-14
748,425,2023-07-13
749,49,2024-06-18
750,262,2024-01-19
751,350,2023-12-24
752,172,2024-08-06
753,54,2023-07-07
754,303,2023-10-17
755,6,2023-03-24
756,281,2024-06-11
757,349,2024-10-18
758,272,2024-01-15
759,359,2023-07-07
760,74,2024-04-18
761,231,2023-04-21
762,118,2023-10-17
763,160,2023-08-03
764,459,2024-07-20
765,452,2023-08-19
766,255,2023-11-17
767,289,2024-10-31
768,484,2024-06-16
769,120,2023-11-09
770,384,2023-01-31
771,442,2023-01-23
772,434,2023-03-15
773,308,2024-03-31
774,290,2024-10-21
775,349,2023-01-14
776,252,2023-02-22
777,405,2023-01-22
778,293,2023-09-17
779,72,2024-04-15
780,369,2023-01-12
781,270,2023-10-17
782,68,2023-12-20
783,369,2024-12-16
784,231,2024-03-16
785,1,2023-06-03
786,365,2024-12-26
787,359,2023-12-09
788,307,2024-01-25
789,141,2023-06-06
790,463,2024-09-24
791,205,2024-10-20
792,294,2024-11-04
793,176,2024-09-03
794,452,2023-05-21
795,239,2023-07-17
796,218,2024-11-21
797,40,2024-11-28
798,25,2024-12-29
799,357,2023-06-24
800,82,2023-08-23
801,337,2024-06-19
802,384,2024-03-27
803,354,2024-08-28
804,151,2024-12-23
805,331,2023-04-11
806,270,2024-06-23
807,433,2023-12-21
808,251,2024-10-19
809,330,2023-08-15
810,213,2024-03-30
811,387,2023-07-29
812,290,2023-04-10
813,425,2024-06-11
814,214,2023-06-15
815,254,2023-04-10
816,346,2023-06-22
817,22,2024-12-28
818,463,2023-10-01
819,376,2023-11-22
820,332,2023-05-29
821,349,2024-03-13
822,304,2024-06-16
823,161,2023-08-15
824,338,2023-02-18
825,54,2024-10-11
826,287,2023-02-22
827,350,2024-06-08
828,219,2024-02-02
829,234,2024-01-22
830,231,2023-01-17
831,452,2024-06-19
832,371,2024-02-13
833,474,2023-07-07
834,227,2023-04-29
835,391,2024-11-17
836,121,2024-08-26
837,482,2024-05-16
838,12,2024-11-29
839,220,2024-11-04
840,96,2024-01-26
841,13,2024-05-15
842,195,2023-02-24
843,280,2024-09-29
844,303,2024-12-20
845,167,2024-04-28
846,289,2023-08-16
847,425,2024-04-01
848,289,2023-08-13
849,315,2024-05-18
850,251,2023-08-02
851,76,2024-09-07
852,34,2024-05-03
853,465,2023-08-14
854,258,2023-03-20
855,31,2023-08-06
856,306,2023-04-14
857,467,2024-10-06
858,283,2024-03-09
859,332,2024-06-23
860,392,2024-06-12
861,125,2024-05-06
862,319,2024-03-16
863,319,2024-01-29
864,177,2023-12-05
865,76,2024-11-23
866,283,2023-03-09
867,225,2024-02-16
868,331,2023-02-18
869,469,2023-04-12
870,161,2024-11-30
871,284,2023-06-08
872,359,2023-08-30
873,350,2023-01-05
874,270,2023-12-27
875,247,2024-07-19
876,235,2024-02-26
877,283,2023-01-15
878,200,2023-05-02
879,346,2024-03-28
880,319,2024-07-27
881,407,2023-07-29
882,289,2023-10-29
883,241,2023-01-03
884,82,2023-04-03
885,257,2024-05-07
886,27,2023-06-10
887,70,2023-11-27
888,400,2024-06-06
889,225,2024-05-06
890,473,2023-09-29
891,330,2023-09-09
892,499,2024-11-29
893,486,2023-11-28
894,147,2024-08-23
895,457,2023-11-07
896,119,2023-06-03
897,9,2024-09-11
898,400,2024-07-24
899,201,2023-09-30
900,473,2023-09-02
901,471,2023-09-04
902,226,2023-12-28
903,255,2023-12-18
904,175,2024-08-28
905,331,2023-02-08
906,395,2024-08-18
907,294,2023-04-03
908,270,2023-05-17
909,418,2024-07-01
910,201,2024-05-26
911,290,2023-09-12
912,330,2024-12-28
913,407,2023-11-18
914,279,2024-08-25
915,146,2023-06-04
916,18,2024-03-26
917,446,2023-06-22
918,57,2023-09-22
919,76,2023-09-04
920,457,2024-05-13
921,269,2024-08-23
922,384,2024-02-08
923,381,2024-11-05
924,29,2023-12-25
925,303,2024-12-18
926,319,2024-11-15
927,144,2024-11-23
928,204,2023-11-20
929,425,2023-02-27
930,438,2024-02-08
931,45,2023-09-23
932,422,2023-02-10
933,24,2023-07-12
934,90,2023-12-20
935,346,2024-08-02
936,306,2024-10-12
937,293,2024-10-22
938,280,2023-10-09
939,422,2023-04-19
940,200,2023-10-30
941,449,2023-06-03
942,443,2024-02-09
943,386,2023-03-25
944,270,2024-09-19
945,112,2024-07-06
946,166,2023-04-22
947,426,2024-05-08
948,35,2023-09-28
949,438,2024-12-07
950,43,2023-10-10
951,420,2023-07-08
952,371,2024-06-19
953,200,2023-01-04
954,76,2024-03-08
955,284,2023-09-05
956,161,2024-08-03
957,225,2023-06-30
958,386,2024-05-23
959,236,2024-07-19
960,208,2024-10-11
961,106,2024-09-06
962,171,2023-11-13
963,243,2024-01-19
964,3,2023-02-07
965,374,2024-02-24
966,377,2023-12-09
967,317,2024-06-25
968,182,2024-06-20
969,146,2023-07-25
970,64,2024-05-10
971,449,2024-07-04
972,121,2023-01-22
973,227,2024-10-22
974,76,2023-09-29
975,39,2023-07-21
976,14,2023-06-11
977,394,2024-06-04
978,151,2024-04-24
979,25,2024-05-19
980,207,2024-07-13
981,166,2023-06-02
982,65,2023-04-12
983,394,2023-07-10
984,277,2023-03-22
985,464,2023-03-29
986,78,2023-04-06
987,43,2023-07-17
988,457,2024-02-11
989,64,2024-05-23
990,429,2024-08-15
991,18,2024-11-11
992,102,2023-05-21
993,119,2023-12-06
994,484,2024-05-29
995,57,2024-07-14
996,372,2023-06-24
997,241,2023-07-11
998,270,2024-04-18
999,81,2024-06-27
1000,223,2024-03-27
1001,220,2023-02-12
1002,422,2024-05-02
1003,401,2023-09-27
1004,424,2024-12-28
1005,358,2023-06-17
1006,28,2023-07-12
1007,172,2023-12-02
1008,429,2024-06-08
1009,473,2024-04-27
1010,470,2024-08-14
1011,67,2024-04-02
1012,408,2023-04-05
1013,173,2023-05-31
1014,177,2023-01-22
1015,342,2024-06-02
1016,176,2024-01-10
1017,303,2024-08-17
1018,323,2024-05-14
1019,343,2023-05-04
1020,98,2023-01-12
1021,161,2023-11-27
1022,98,2023-05-20
1023,319,2023-04-07
1024,240,2023-03-10
1025,35,2023-02-28
1026,201,2023-02-19
1027,241,2023-01-19
1028,346,2024-03-25
1029,113,2024-11-09
1030,467,2023-05-21
1031,396,2024-01-26
1032,327,2024-06-09
1033,395,2023-05-08
1034,380,2024-02-08
1035,157,2023-12-04
1036,467,2023-12-27
1037,486,2023-08-06
1038,247,2023-07-21
1039,93,2024-06-01
1040,289,2024-02-16
1041,231,2023-03-23
1042,357,2024-02-29
1043,112,2024-11-19
1044,227,2024-01-22
1045,113,2023-12-11
1046,377,2024-05-28
1047,161,2024-08-08
1048,350,2023-06-03
1049,314,2023-10-22
1050,89,2024-05-09
1051,470,2024-07-06
1052,42,2023-04-18
1053,251,2024-04-27
1054,332,2024-02-18
1055,331,2023-05-14
1056,143,2023-03-14
1057,359,2024-07-13
1058,307,2024-03-18
1059,151,2024-05-22
1060,3,2024-03-27
1061,469,2023-06-03
1062,247,2023-03-20
1063,119,2024-07-13
1064,6,2023-09-05
1065,308,2024-09-01
1066,215,2023-10-11
1067,322,2023-10-28
1068,306,2023-05-17
1069,247,2024-10-11
1070,228,2023-08-25
1071,319,2023-09-19
1072,483,2024-10-18
1073,270,2023-02-23
1074,182,2024-05-21
1075,39,2024-02-13
1076,241,2023-09-28
1077,411,2024-01-14
1078,369,2023-09-05
1079,126,2023-02-12
1080,330,2023-06-19
1081,353,2024-05-07
1082,42,2024-01-04
1083,411,2023-04-21
1084,377,2023-02-16
1085,18,2024-01-01
1086,151,2023-10-23
1087,200,2023-11-10
1088,312,2024-06-11
1089,39,2023-10-31
1090,185,2023-12-04
1091,405,2023-10-02
1092,266,2023-11-15
1093,287,2024-11-16
1094,227,2024-08-25
1095,281,2024-11-21
1096,389,2024-12-21
1097,457,2024-01-25
1098,403,2023-10-22
1099,151,2024-11-24
1100,427,2024-07-21
1101,399,2024-03-20
1102,438,2023-05-03
1103,359,2024-11-10
1104,244,2023-09-09
1105,74,2023-12-01
1106,34,2023-03-04
1107,162,2023-05-19
1108,313,2023-07-24
1109,168,2023-09-13
1110,232,2023-03-29
1111,459,2023-07-26
1112,160,2023-01-03
1113,233,2023-05-01
1114,147,2023-02-07
1115,54,2024-10-06
1116,399,2023-01-21
1117,379,2024-09-12
1118,414,2024-08-17
1119,53,2023-03-10
1120,7,2023-05-20
1121,143,2023-11-08
1122,290,2024-10-26
1123,201,2023-11-15
1124,37,2023-06-02
1125,414,2024-06-27
1126,408,2024-01-24
1127,182,2023-06-26
1128,273,2023-04-07
1129,177,2023-05-17
1130,38,2023-04-19
1131,273,2024-10-23
1132,281,2023-09-18
1133,346,2024-04-09
1134,197,2024-02-18
1135,243,2024-12-26
1136,166,2023-08-27
1137,343,2024-10-14
1138,369,2024-01-07
1139,126,2023-02-14
1140,82,2024-09-07
1141,429,2024-04-29
1142,374,2023-01-18
1143,166,2023-10-16
1144,197,2024-09-29
1145,82,2024-05-13
1146,135,2024-10-11
1147,330,2023-04-25
1148,123,2024-12-13
1149,119,2023-01-11
1150,139,2023-09-04
1151,138,2023-05-07
1152,134,2024-01-17
1153,473,2024-08-06
1154,490,2023-05-17
1155,235,2024-04-25
1156,285,2023-11-26
1157,233,2024-03-24
1158,110,2023-12-20
1159,234,2023-04-03
1160,283,2023-07-24
1161,352,2023-09-02
1162,57,2023-10-22
1163,72,2023-10-09
1164,277,2023-09-26
1165,225,2023-11-01
1166,346,2023-11-10
1167,274,2023-07-12
1168,14,2024-06-12
1169,426,2023-09-08
1170,255,2023-07-26
1171,439,2024-02-20
1172,365,2023-05-24
1173,7,2024-10-29
1174,352,2023-04-03
1175,412,2023-12-02
1176,110,2023-12-30
1177,188,2023-07-18
1178,249,2023-12-05
1179,412,2024-03-04
1180,258,2023-05-19
1181,36,2024-06-25
1182,332,2024-10-19
1183,449,2024-07-13
1184,114,2024-10-09
1185,438,2024-12-16
1186,96,2023-10-19
1187,425,2023-04-26
1188,332,2024-11-15
1189,247,2023-11-29
1190,405,2023-12-01
1191,132,2023-08-09
1192,291,2023-11-19
1193,121,2024-11-24
1194,374,2023-02-09
1195,35,2024-07-27
1196,216,2024-07-25
1197,369,2023-05-02
1198,200,2023-04-06
1199,7,2023-08-23
1200,415,2023-09-13
1201,258,2023-12-14
1202,327,2024-04-26
1203,389,2024-12-19
1204,27,2023-05-16
1205,240,2023-11-10
1206,395,2024-03-04
1207,200,2024-04-24
1208,281,2024-12-21
1209,10,2023-07-30
1210,319,2024-06-24
1211,222,2023-04-02
1212,101,2023-08-08
1213,225,2024-03-17
1214,452,2024-12-27
1215,315,2024-07-29
1216,391,2024-05-04
1217,303,2024-04-14
1218,383,2024-11-12
1219,235,2023-09-24
1220,151,2024-06-03
1221,308,2023-02-09
1222,313,2024-01-21
1223,240,2024-12-16
1224,370,2024-01-30
1225,98,2024-08-15
1226,308,2023-06-27
1227,220,2024-10-19
1228,472,2024-01-04
1229,152,2024-05-19
1230,149,2024-11-08
1231,379,2023-03-02
1232,181,2024-11-15
1233,414,2024-01-13
1234,157,2024-08-08
1235,336,2023-07-26
1236,394,2023-12-06
1237,390,2023-12-06
1238,213,2024-06-23
1239,120,2024-11-07
1240,147,2023-03-11
1241,235,2024-08-30
1242,138,2024-05-31
1243,327,2024-11-20
1244,395,2023-08-05
1245,448,2024-11-29
1246,279,2024-03-30
1247,500,2023-08-18
