order_id,product_id,quantity,price
221,35,2,53.88
221,5,1,42.49
221,19,3,53.35
221,38,3,192.92
222,46,2,123.18
222,11,3,196.79
222,17,3,72.42
223,21,1,79.54
223,8,1,16.47
224,49,3,126.34
224,30,3,122.82
224,44,3,71.53
224,37,2,177.49
225,47,1,27.09
225,44,3,31.61
225,27,1,92.89
226,15,3,155.45
226,50,2,38.0
226,46,2,130.41
227,26,2,189.98
227,18,2,93.67
227,22,3,121.66
227,21,2,115.23
228,18,3,58.27
228,41,1,35.05
228,41,2,50.67
229,14,2,147.66
229,14,1,191.31
229,8,3,99.95
229,23,3,66.49
230,42,3,189.52
230,18,3,124.4
230,15,3,77.67
230,17,2,173.51
231,37,1,189.59
231,34,3,94.09
231,3,1,169.02
232,38,3,59.77
232,48,1,185.5
233,17,2,97.99
234,18,3,151.17
234,16,2,171.65
235,22,3,78.99
235,1,3,189.8
235,30,1,43.69
235,37,1,45.2
236,15,3,134.19
236,23,3,158.59
236,39,3,70.81
236,42,2,13.32
237,22,3,56.38
237,47,2,89.74
237,48,1,76.4
238,8,2,119.77
238,10,2,92.5
239,12,1,46.24
239,35,1,144.52
239,18,2,90.83
239,17,2,124.96
240,1,1,18.44
240,36,2,198.08
240,2,3,126.64
241,31,1,126.3
241,22,3,58.24
242,26,3,61.15
242,45,1,194.4
242,8,2,168.61
243,36,3,122.15
243,5,3,120.41
243,7,1,85.74
244,26,2,23.82
244,41,1,89.02
245,27,3,120.3
245,35,2,65.26
245,3,3,154.88
245,33,2,94.79
246,2,1,79.36
246,33,1,138.01
247,29,1,95.31
247,20,1,196.09
247,18,1,165.32
247,15,3,186.78
248,37,3,32.25
248,5,2,192.36
248,17,2,115.3
248,3,1,89.32
249,3,3,173.74
249,29,2,128.16
249,39,1,85.91
249,40,2,29.13
250,28,2,99.26
250,13,3,37.09
250,39,1,84.57
250,28,2,186.97
251,23,1,140.41
252,6,3,21.13
252,3,1,166.33
252,13,2,44.71
252,45,1,147.96
253,13,1,124.65
253,28,3,115.95
254,31,3,138.36
254,27,2,118.98
254,20,1,147.35
255,23,1,88.98
256,43,2,76.05
256,30,1,103.04
256,18,2,97.13
256,21,1,199.53
257,15,3,113.27
257,32,2,177.84
257,33,2,74.52
257,39,3,17.99
258,2,2,78.68
258,29,2,129.26
259,7,1,144.77
259,49,2,140.31
259,45,3,23.2
260,18,2,73.97
261,15,1,48.01
261,10,2,181.23
261,34,1,84.66
262,42,2,113.89
262,24,3,168.22
263,7,2,23.88
263,12,1,67.3
263,25,1,189.56
263,6,2,191.1
264,39,1,164.33
264,14,3,109.67
264,37,2,74.15
264,20,3,73.75
265,19,1,175.26
266,6,3,60.05
266,3,1,104.14
267,47,1,163.59
267,31,3,147.6
267,19,3,16.99
268,35,2,132.96
268,50,2,139.17
269,35,2,57.64
269,7,3,145.87
270,50,3,56.4
270,14,3,173.98
270,27,1,192.68
271,8,3,65.92
271,4,3,107.85
272,30,3,58.95
273,16,3,168.93
274,34,3,81.73
274,27,1,76.77
274,22,3,16.34
275,35,2,172.55
276,37,2,194.27
276,35,2,159.3
277,30,3,184.38
277,31,3,114.84
277,25,3,124.35
277,46,1,97.09
278,32,1,75.15
278,16,2,63.5
279,11,2,70.73
279,12,1,128.49
279,45,2,86.12
279,32,2,105.88
280,43,2,61.22
280,47,3,76.96
280,36,1,13.14
281,10,3,120.28
281,15,2,154.8
281,50,1,190.55
282,27,1,164.63
282,44,3,199.74
283,41,2,158.53
283,26,2,119.11
283,17,3,24.64
284,49,1,37.45
284,1,1,182.04
285,34,2,42.74
285,17,3,111.48
286,2,2,54.99
287,30,1,190.04
288,38,2,153.65
289,39,2,134.16
290,37,1,156.71
291,20,1,18.54
291,29,3,32.32
292,43,3,27.08
292,44,3,104.15
292,22,2,75.66
293,30,2,82.6
293,4,2,23.26
293,33,2,47.39
294,17,2,116.6
294,11,1,61.06
294,2,2,108.54
295,4,2,153.12
296,3,2,13.57
296,27,3,116.75
296,1,2,34.69
296,39,3,68.29
297,18,1,163.0
298,18,1,168.34
299,27,3,122.42
300,19,1,17.28
300,21,2,179.58
301,48,3,31.72
301,4,1,91.57
301,1,1,85.87
302,16,2,73.2
303,6,2,106.76
303,45,3,31.24
303,45,3,57.25
304,25,3,58.83
304,27,3,191.61
304,43,1,161.71
305,46,2,52.03
305,8,3,68.14
306,48,1,173.01
307,23,2,68.0
307,49,1,27.99
307,44,1,150.48
307,48,2,131.9
308,49,1,137.34
309,7,3,99.35
309,44,3,22.91
309,2,2,199.47
310,17,2,62.79
311,24,1,199.01
311,29,3,40.47
312,36,3,30.01
312,23,3,153.72
312,44,3,107.95
312,40,1,52.1
313,48,1,185.2
313,38,3,92.91
313,23,3,165.4
313,37,3,74.55
314,46,3,176.72
314,23,2,159.52
314,42,2,184.71
315,30,2,175.44
315,5,1,170.29
315,13,1,28.56
316,32,1,178.48
316,15,1,196.59
317,20,3,164.67
317,30,1,194.97
317,31,3,177.34
317,15,2,32.8
318,14,3,160.52
318,25,1,167.31
318,2,2,101.1
318,33,3,25.44
319,29,2,143.28
319,26,3,100.09
319,40,1,55.8
320,1,1,91.07
320,17,2,172.7
320,41,1,99.55
321,9,3,192.11
321,20,1,116.47
322,27,1,76.51
322,35,1,104.85
323,21,1,22.74
324,43,3,33.11
324,24,3,195.23
324,13,1,89.32
324,39,3,153.7
325,22,3,91.68
325,30,2,186.05
325,21,3,48.6
325,48,2,183.84
326,27,1,199.58
326,12,3,170.03
326,38,3,70.44
326,4,2,66.24
327,49,2,13.99
327,8,3,55.36
328,25,1,164.96
328,24,3,93.6
328,27,1,160.52
329,45,3,179.18
329,26,2,62.77
330,33,1,173.31
330,20,3,42.94
330,13,2,114.34
331,22,2,139.94
332,16,2,141.93
332,34,3,170.81
332,5,2,191.26
333,31,2,18.64
333,5,1,36.07
333,33,3,114.14
333,24,3,90.21
334,49,1,152.84
334,49,2,70.95
334,25,3,40.05
334,44,2,95.03
335,20,1,163.43
336,8,3,111.11
336,8,2,84.43
336,28,3,62.38
336,5,1,157.2
337,39,1,140.11
337,15,2,17.18
337,48,3,10.88
337,39,2,188.33
338,28,2,179.54
339,5,1,157.0
339,3,1,34.2
339,42,2,109.91
340,13,3,186.25
340,15,2,171.05
340,9,1,128.62
341,23,3,182.89
341,2,2,72.51
341,18,3,163.25
341,44,3,106.93
342,2,3,95.1
342,3,2,105.46
343,24,1,192.04
343,37,3,19.28
344,44,3,152.96
344,23,2,47.39
344,32,1,97.04
345,43,2,148.02
345,32,3,85.24
345,48,3,163.61
346,47,2,109.4
347,10,1,106.85
347,46,3,86.83
348,26,3,117.24
348,26,2,160.67
348,2,3,132.89
348,49,2,138.1
349,18,2,131.02
349,6,2,22.97
349,22,3,56.72
350,35,3,176.31
351,50,1,137.51
351,42,1,128.86
351,50,2,163.44
351,28,3,23.24
352,10,1,114.36
353,38,2,156.78
354,35,2,173.84
354,5,1,74.58
355,36,2,135.29
356,18,2,196.1
357,2,3,140.52
357,34,2,66.45
357,21,2,45.33
357,20,2,147.32
358,30,3,180.16
358,50,1,75.63
358,8,3,90.67
359,11,2,166.46
359,33,3,73.5
360,35,2,120.06
360,19,1,49.31
361,34,2,61.78
361,10,2,31.58
362,38,3,53.65
362,28,2,162.86
362,34,3,29.17
363,10,2,157.16
363,21,1,96.1
364,49,1,149.98
365,49,1,185.42
365,47,3,162.62
366,9,3,108.69
366,47,2,169.32
366,10,2,86.58
366,7,3,56.84
367,36,1,81.61
367,5,1,62.58
368,38,3,177.09
368,48,1,136.23
369,44,3,84.47
370,1,3,62.81
370,22,3,124.73
370,37,1,166.39
371,29,3,126.67
372,41,3,182.16
372,6,1,20.13
372,13,2,183.51
372,37,3,101.11
373,26,3,69.94
374,45,1,135.14
375,40,1,12.39
376,9,2,179.85
377,49,3,60.31
377,3,3,196.81
377,9,2,94.15
378,47,2,29.3
378,38,2,42.1
379,18,1,102.2
379,3,1,102.24
380,49,1,171.54
380,41,1,195.67
380,36,1,50.3
380,29,3,194.04
381,46,2,110.62
381,2,2,187.83
382,14,1,35.35
382,29,3,107.04
382,1,3,127.18
382,40,3,136.89
383,1,3,81.2
384,32,1,123.2
384,30,2,116.61
385,44,1,196.53
385,15,2,92.99
385,29,1,17.48
386,47,2,133.19
386,22,2,41.85
387,21,3,144.36
388,6,2,150.75
388,24,1,137.61
388,23,3,51.04
389,36,2,197.29
389,44,2,158.23
389,30,2,82.14
390,43,2,87.96
391,32,2,49.87
392,26,3,103.3
392,18,3,28.18
392,24,1,189.4
392,48,2,75.46
393,38,3,197.94
393,27,1,90.35
393,5,1,13.26
394,42,3,76.73
394,30,2,140.0
395,5,3,85.89
395,10,1,182.33
395,18,1,193.56
396,2,2,121.6
397,8,2,119.88
397,23,2,134.38
397,29,3,29.68
397,47,2,27.37
398,7,3,30.06
399,39,2,160.71
399,31,1,135.35
399,5,3,74.83
400,50,1,39.62
401,37,1,19.84
401,50,3,182.61
401,19,2,113.94
401,34,3,104.37
402,19,2,156.99
402,41,2,157.22
403,20,3,24.79
404,15,2,167.81
404,41,1,63.5
404,40,3,19.53
404,35,1,117.91
405,16,1,152.68
405,35,2,110.19
405,16,3,69.46
405,42,1,105.14
406,2,1,13.0
406,1,1,139.72
407,49,1,150.2
407,41,3,82.55
407,12,3,150.05
408,14,2,112.26
409,35,3,88.13
410,50,3,23.62
410,42,1,140.24
411,5,3,177.22
411,36,2,194.69
411,18,1,29.21
412,34,1,158.39
412,29,1,187.78
412,24,1,60.37
413,33,2,97.17
413,33,3,60.8
414,24,3,19.32
414,20,1,116.83
414,47,3,101.84
415,40,2,67.74
415,37,2,34.58
415,4,3,39.2
415,31,1,11.16
416,47,1,142.04
417,20,2,160.3
417,38,2,117.83
418,32,3,38.44
418,33,3,148.68
419,3,1,42.72
419,5,3,198.12
420,35,2,92.1
420,26,2,76.25
421,36,3,144.05
421,29,3,72.76
421,19,2,76.4
422,15,2,61.7
423,15,2,83.72
423,18,2,22.31
423,16,3,50.19
424,2,3,169.6
424,5,2,162.84
424,20,2,73.82
425,20,2,66.83
425,25,1,166.05
426,44,3,163.28
426,39,1,134.43
426,16,3,52.72
427,38,1,25.22
427,42,3,198.02
427,39,3,92.2
428,16,2,175.76
429,4,1,20.36
429,47,2,133.15
429,5,3,183.95
430,31,3,10.23
430,47,2,45.91
430,4,1,134.12
430,10,3,69.55
431,36,1,46.74
432,45,3,19.4
432,45,3,136.44
432,32,2,58.78
432,37,1,125.06
433,13,3,173.61
434,9,1,64.99
434,20,3,67.47
434,42,3,120.43
434,11,3,121.34
435,38,1,88.12
435,1,3,159.01
436,30,2,64.18
436,49,3,34.86
437,49,3,105.71
437,29,1,80.17
438,27,3,28.2
439,37,1,82.45
439,32,2,51.13
439,32,1,49.62
440,3,1,146.2
440,8,3,131.35
440,26,2,24.31
440,7,2,93.3
441,33,3,100.42
441,38,2,83.27
441,17,1,180.15
442,22,3,61.3
442,24,2,59.6
443,10,1,133.36
444,1,1,39.58
444,9,2,173.33
445,35,2,28.35
445,9,2,183.79
445,9,1,150.26
445,8,2,15.48
446,20,3,146.57
447,10,3,170.11
447,24,3,145.79
448,42,2,138.89
449,32,1,19.89
449,13,3,139.97
449,50,2,56.49
449,40,2,84.97
450,33,3,171.48
451,25,1,106.0
451,47,2,60.58
451,46,3,137.09
451,32,3,94.71
452,6,1,173.84
452,29,2,101.93
452,31,1,124.56
452,38,1,19.82
453,2,3,65.93
453,46,1,41.74
454,35,3,85.52
454,45,2,109.04
455,22,3,42.86
455,46,3,91.17
455,22,2,107.84
455,9,2,32.5
456,45,2,63.99
456,19,1,30.65
456,42,1,147.11
457,35,2,151.13
457,3,3,96.83
458,6,3,41.85
458,10,3,114.58
459,17,3,23.74
459,49,3,25.84
460,25,1,26.09
460,4,1,142.66
460,3,1,164.18
460,50,1,118.24
461,24,3,84.35
461,23,3,42.8
462,2,3,54.28
462,21,3,25.86
462,27,3,120.72
463,33,2,79.74
464,42,2,27.35
464,46,3,43.37
465,15,3,164.25
466,35,3,148.1
467,17,1,80.93
467,29,2,71.82
467,29,3,66.74
467,5,1,92.34
468,24,3,129.25
468,1,3,66.82
468,34,3,146.36
468,3,1,165.91
469,43,1,89.68
469,42,1,126.68
470,21,2,32.93
470,21,3,57.57
470,21,1,161.81
471,14,3,96.43
471,34,2,195.62
471,6,1,124.13
472,33,1,190.96
472,1,1,101.4
472,7,3,56.4
473,40,1,142.29
474,23,3,55.04
475,27,2,152.57
475,45,2,29.11
476,17,1,10.48
476,36,3,160.53
476,15,1,48.06
476,10,2,126.66
477,17,2,126.13
477,41,3,47.18
477,22,2,160.7
477,4,3,29.08
478,45,3,80.93
478,31,3,50.51
478,14,2,192.35
478,10,1,118.61
479,4,3,159.4
480,49,1,189.2
480,31,2,112.15
480,30,1,162.46
480,7,1,110.23
481,6,3,117.47
481,7,3,32.28
481,17,3,171.7
482,26,3,36.54
483,8,1,148.68
483,21,3,167.44
483,27,2,21.74
483,33,1,24.32
484,43,3,115.18
484,20,1,113.84
484,50,2,174.66
484,15,1,31.65
485,10,1,69.06
485,24,2,158.89
486,49,2,88.18
486,28,2,102.53
486,50,2,175.66
487,15,2,74.32
487,15,3,173.53
487,10,1,174.13
488,25,2,164.49
489,8,2,71.91
489,48,1,199.27
489,10,1,171.41
489,35,3,83.64
490,43,2,188.97
490,29,3,132.66
490,5,2,184.44
491,23,2,93.7
491,20,3,130.08
492,17,1,177.48
492,31,2,24.04
492,28,2,79.67
492,5,2,22.34
493,38,1,137.95
493,25,2,49.25
493,44,1,167.6
493,34,1,178.05
494,13,2,171.39
494,21,1,89.94
494,26,3,194.92
495,23,2,199.66
495,48,1,15.25
496,37,2,133.03
496,2,3,121.98
496,3,2,128.62
496,47,1,105.62
497,29,2,34.53
497,21,1,146.81
498,1,1,16.68
498,3,1,148.29
499,19,3,27.72
499,40,2,75.35
500,23,2,11.16
500,15,3,182.65
501,14,3,184.91
501,1,2,39.51
501,42,1,101.63
502,39,2,160.04
503,10,2,54.96
503,22,3,193.47
503,42,1,117.45
503,3,2,44.4
504,41,1,155.07
505,48,2,88.71
505,37,2,164.22
505,18,3,116.39
506,18,3,10.67
506,44,2,48.16
506,34,3,58.4
506,10,1,78.41
507,39,1,71.42
507,7,1,153.03
508,18,3,167.26
509,11,1,191.18
509,8,1,183.24
509,1,3,168.54
510,42,2,38.6
510,40,3,72.56
511,26,3,121.48
511,47,3,56.76
512,41,2,161.34
513,13,1,78.71
513,18,3,125.9
513,43,3,183.79
514,21,1,110.62
515,24,2,113.4
516,31,3,165.22
516,42,3,169.48
516,7,2,42.24
516,28,2,143.35
517,14,3,28.81
517,6,1,62.13
517,14,2,195.37
517,27,3,182.28
518,2,1,50.76
518,48,1,97.72
518,4,2,67.27
518,15,1,145.39
519,1,3,13.46
519,7,1,42.99
520,14,1,75.46
521,24,1,120.54
521,13,1,47.32
522,40,3,49.14
522,7,2,141.54
523,9,3,29.94
523,39,2,174.69
523,24,3,185.73
524,26,2,15.16
525,31,1,199.06
526,23,1,163.64
526,43,1,97.64
527,1,2,82.59
528,27,3,112.45
528,34,2,126.04
529,48,1,185.67
529,35,1,92.45
529,38,2,29.41
530,42,2,33.65
530,15,1,112.15
530,40,3,49.06
531,45,3,85.18
532,2,2,141.63
532,30,3,92.5
532,24,1,51.68
533,5,3,89.65
533,13,1,99.4
533,38,2,18.73
533,49,2,186.58
534,29,2,54.77
535,28,2,197.43
535,14,3,68.09
535,38,3,118.08
536,1,1,70.14
536,15,2,39.09
537,37,1,10.91
537,49,2,68.22
537,7,2,54.02
538,30,3,38.18
538,13,2,51.16
538,9,1,130.0
539,6,2,97.88
539,41,3,188.72
540,17,1,196.56
540,10,2,180.47
540,28,3,62.75
541,3,2,30.79
541,23,2,124.61
541,42,2,148.03
541,27,2,92.27
542,49,1,141.79
542,50,3,188.2
542,19,2,38.17
542,17,2,147.89
543,39,2,130.21
543,16,1,61.8
543,7,3,74.34
544,18,2,180.34
